DrugBank ID,Doping,Similar Structure
DB11575,0,"DB11575, DB15249, DB12026, DB13879, DB11586, DB09297, DB15371, DB12785, DB11779, DB12069, DB11929, DB05868, DB02868, DB05735, DB05168, DB12037, DB00541, DB17390, DB11191"
DB11576,0,DB11576
DB11577,0,"DB11577, DB16862"
DB11581,0,"DB11581, DB18054, DB18020, DB11191, DB11467, DB03614, DB00200, DB02975, DB02667, DB13013, DB12340, DB12674, DB04803, DB05168, DB05735, DB15673"
DB11582,0,"DB11582, DB15534, DB01394, DB07574, DB00512, DB04529, DB04111, DB04431, DB06149, DB06402, DB04911"
DB11583,0,"DB11583, DB13282, DB13774, DB16590, DB13565"
DB11584,0,DB11584
DB11585,0,"DB11585, DB11262"
DB11586,0,"DB11586, DB11575, DB15249, DB09297, DB12026, DB12069, DB15371, DB12785, DB13879, DB11779, DB06290"
DB11587,1,"DB11587, DB11278, DB00852, DB01364, DB14752, DB00867, DB11610, DB00397, DB01486, DB15902, DB01579, DB13285"
DB11590,0,"DB11590, DB02731"
DB11591,0,DB11591
DB11592,0,"DB11592, DB00456, DB01150, DB09008, DB01331, DB11385, DB01140, DB00567, DB01066, DB00689, DB01326, DB01328, DB00535, DB13266, DB14725, DB13461, DB04041, DB13499, DB01112, DB04918, DB00671, DB00923, DB00229, DB00430, DB11485, DB01329, DB13504, DB01414, DB00493, DB01416"
DB11593,0,DB11593
DB11594,0,DB11594
DB11596,0,"DB00650, DB03256, DB11596, DB04789, DB11256, DB02067, DB00116, DB02031, DB12676, DB17113, DB02800, DB02301, DB02358"
DB11602,0,"DB11602, DB15146, DB15379, DB00581, DB01687, DB01697, DB01909, DB02061, DB02065, DB02717, DB02743, DB03277, DB03281, DB03323, DB03995, DB04248, DB04465, DB04681, DB04116, DB07633, DB15617, DB02686, DB03279, DB02357, DB02645, DB03472, DB04664, DB02695, DB04141, DB12942"
DB11609,1,"DB11609, DB00333, DB13515, DB15198, DB01491, DB13436, DB06738, DB15597, DB13759"
DB11610,1,"DB11610, DB00867, DB00852, DB01364, DB09203, DB14752, DB11278, DB11587, DB06152, DB13206, DB06707, DB00221, DB08954, DB13251, DB00397, DB01486, DB11541, DB00668, DB09352, DB01288"
DB11611,0,DB11611
DB11613,0,"DB11613, DB11574, DB09027, DB11713, DB12660, DB15652, DB03614, DB00200, DB11191, DB02975, DB12674, DB15315, DB05168, DB13013, DB05735, DB11467, DB03469, DB16186, DB12876, DB02667, DB15673, DB16312, DB02832, DB00115, DB02868, DB17385, DB12785, DB11641, DB00615, DB03317"
DB11614,0,"DB11614, DB00967, DB00455, DB00719"
DB11616,0,"DB11616, DB00445, DB00694, DB00997, DB17149, DB12410, DB01177, DB05706, DB13103, DB00385, DB01806, DB06420, DB03219, DB04131, DB06263, DB11618, DB03199, DB11617, DB06013, DB12755, DB17273"
DB11617,0,"DB11617, DB03199, DB01806, DB03219, DB04131, DB11616, DB17149, DB05706, DB00385, DB00445, DB00694, DB00997, DB12410, DB01177, DB13103, DB06420, DB11618, DB12755, DB06013, DB06263, DB17273, DB17390"
DB11618,0,"DB11618, DB06013, DB05706, DB00445, DB00694, DB00997, DB11616, DB17149, DB13103, DB01177, DB12410, DB00385, DB04131, DB06420, DB01806, DB03219, DB03199, DB06263, DB11617, DB12755, DB17273"
DB11619,1,"DB11619, DB13563, DB02998, DB06870, DB11372, DB11551, DB09123, DB13129, DB14660, DB11529, DB11636, DB09015, DB05786"
DB11620,0,"DB11620, DB06830, DB06931, DB07873, DB00630"
DB11622,0,"DB11622, DB08956, DB16870, DB11371, DB02854, DB05087, DB11859, DB12308, DB12972, DB00858, DB16260, DB02901, DB03619, DB07447, DB13587, DB01586, DB02659, DB05990, DB06777, DB01561, DB04693, DB07375, DB07557, DB11789, DB06622"
DB11623,0,DB11623
DB11625,0,"DB11625, DB09531, DB12821, DB15997, DB17823"
DB11628,0,"DB11628, DB12292, DB04894, DB16144, DB06791, DB14806, DB12088, DB14777, DB00183, DB18527, DB12748, DB09099, DB06645, DB16013, DB15494, DB17969, DB00027, DB16146, DB17160, DB17278, DB13925, DB14554, DB06610, DB13985, DB15873, DB11724, DB17938, DB13298, DB00403, DB18206"
DB11629,0,DB11629
DB11632,0,DB11632
DB11633,0,"DB11633, DB06440, DB15204, DB06636"
DB11636,0,"DB11636, DB11529, DB13129, DB09015, DB09124, DB00378, DB13528, DB09123, DB00351, DB13981, DB02998, DB06870, DB11372, DB11551, DB13602, DB13857, DB13230, DB14570, DB12221, DB14584, DB13710, DB12081, DB14659, DB00624, DB01471, DB01564, DB06710, DB07768, DB11429, DB13169"
DB11637,0,"DB11637, DB05154"
DB11638,0,"DB11638, DB06697, DB13851, DB09274, DB13132"
DB11640,0,DB11640
DB11641,0,"DB11641, DB00361, DB00570, DB17390, DB00541, DB12586, DB00309, DB05168, DB02868, DB11191, DB00200, DB03614, DB11467, DB03469, DB04803, DB05735, DB12674, DB02832, DB03317, DB03906, DB16186, DB16312, DB02667, DB15673, DB02949, DB17385, DB00115, DB00615, DB12755, DB13013"
DB11642,0,DB11642
DB11644,0,"DB11644, DB06907"
DB11645,0,DB11645
DB11647,0,"DB11647, DB00254, DB00759, DB09550, DB00595, DB01017, DB00618, DB00931, DB09093, DB01301, DB00256, DB00453, DB12035, DB13092, DB12455, DB00560, DB12329, DB15040"
DB11648,0,DB11648
DB11649,0,DB11649
DB11650,0,"DB11650, DB01954, DB03606, DB04149"
DB11651,0,DB11651
DB11652,0,"DB11652, DB05944"
DB11654,0,"DB11654, DB00849"
DB11655,0,DB11655
DB11656,0,DB11656
DB11658,0,"DB11658, DB12011"
DB11660,0,"DB11660, DB00654"
DB11662,0,DB11662
DB11663,0,"DB11663, DB12180, DB11891"
DB11664,0,"DB11664, DB13990, DB01445"
DB11665,0,"DB11665, DB12696"
DB11666,0,"DB11666, DB17079, DB14846"
DB11667,0,"DB11667, DB13921, DB02594, DB00987, DB02097, DB06365, DB06656, DB13776, DB00943, DB12957, DB12383, DB15660, DB00441, DB06433, DB06187, DB13920, DB03798, DB12901, DB05494, DB01961, DB12045, DB02456, DB03403, DB03068, DB02883, DB16407, DB03687, DB03258, DB02484, DB04555"
DB11669,0,"DB11669, DB12144, DB17168, DB06772, DB12984, DB01248, DB17223, DB12619, DB12334, DB15384, DB01229, DB12633, DB05297, DB12019"
DB11670,0,DB11670
DB11671,0,"DB11671, DB06188"
DB11672,0,"DB11672, DB16931, DB14635"
DB11673,0,"DB11673, DB00165, DB00147, DB02142"
DB11674,0,"DB11674, DB06588, DB13062, DB17264"
DB11675,0,"DB11675, DB06422, DB00604, DB13511, DB06480, DB05542"
DB11676,0,"DB11676, DB06185, DB02230, DB03881, DB02075"
DB11677,0,"DB11677, DB12176, DB07416, DB14102, DB12528, DB13038, DB12709, DB14149, DB12592, DB06801, DB11250, DB16635"
DB11678,0,"DB11678, DB12097, DB13334"
DB11679,0,DB11679
DB11681,0,DB11681
DB11682,1,DB11682
DB11683,0,DB11683
DB11684,0,DB11684
DB11686,0,DB11686
DB11687,0,"DB11687, DB07788"
DB11688,0,DB11688
DB11689,0,"DB11689, DB11967"
DB11691,0,"DB11691, DB15465, DB13458, DB11191, DB05168, DB05735, DB03614, DB11467, DB12674, DB00200, DB13264, DB06409, DB01469, DB13013, DB02667, DB00615, DB03469, DB13454, DB02868, DB05109, DB11641, DB02975, DB00361, DB01480, DB01497, DB01452, DB02832, DB17390, DB00541, DB15341"
DB11692,0,"DB11692, DB06429"
DB11693,0,"DB11693, DB00091, DB12139, DB13068, DB18246, DB11869, DB00803, DB05434"
DB11694,0,DB11694
DB11695,0,DB11695
DB11696,0,DB11696
DB11697,0,"DB11697, DB15294"
DB11698,0,"DB11698, DB08907"
DB11699,0,"DB11699, DB00757, DB07243"
DB11700,0,"DB11700, DB00644, DB14803, DB00007, DB06825, DB11510, DB00666, DB11724, DB18169, DB00014, DB04894, DB12088, DB06719, DB12602, DB04931, DB17278, DB06791, DB15494, DB17969, DB18190, DB17160, DB06788, DB05479, DB15314, DB09099, DB13985, DB13925, DB14554, DB15687, DB15873"
DB11701,0,DB11701
DB11702,0,"DB11702, DB17167"
DB11703,0,DB11703
DB11704,0,DB11704
DB11705,0,"DB11705, DB09134, DB01362, DB09135, DB13861, DB01249, DB12439, DB09156, DB12407, DB08947, DB09487, DB13444, DB09313, DB01578"
DB11706,0,"DB11706, DB06649"
DB11708,0,DB11708
DB11709,0,DB11709
DB11710,0,"DB11710, DB02701"
DB11711,0,DB11711
DB11712,0,DB11712
DB11713,0,"DB11713, DB11574, DB11191, DB03614, DB00200, DB03469, DB11467, DB05168, DB13013, DB02975, DB02667, DB03317, DB03906, DB05735, DB04803, DB15673, DB16186, DB12674, DB16312, DB02868, DB17390, DB02832, DB00115, DB00541, DB00615, DB11641, DB12586, DB16166, DB00570, DB15413"
DB11716,0,"DB11716, DB14830"
DB11717,0,DB11717
DB11718,0,DB11718
DB11719,0,DB11719
DB11720,0,"DB11720, DB12199, DB12631, DB15366, DB06763, DB05724, DB13742, DB06260, DB18634, DB04931, DB15355, DB15194, DB01284, DB14027, DB18169, DB15687, DB00007, DB06825, DB11510, DB05479, DB15314, DB13298, DB15188, DB00666, DB13928, DB01278, DB06719, DB03395, DB00644, DB14803"
DB11721,0,"DB11721, DB01132, DB15021, DB16028"
DB11723,0,"DB11723, DB07482"
DB11724,0,"DB11724, DB13298, DB05479, DB15314, DB01284, DB00007, DB06825, DB11510, DB15687, DB18169, DB00666, DB04931, DB14027, DB06719, DB14803, DB14806, DB15194, DB00644, DB11700, DB13928, DB06260, DB18634, DB06788, DB06610, DB00014, DB17938, DB01278, DB16146, DB12292, DB11628"
DB11725,0,"DB11725, DB13808, DB12562, DB00969"
DB11726,0,DB11726
DB11729,0,DB11729
DB11730,0,"DB11730, DB15442, DB16218"
DB11732,0,DB11732
DB11734,0,DB11734
DB11735,0,"DB01914, DB11735, DB12907, DB12970, DB02961, DB08831, DB15236, DB16765, DB04304, DB09419, DB13180, DB15073, DB16873, DB03212, DB03603, DB11126, DB11141, DB11246, DB11248, DB13620, DB13749, DB14488, DB14528, DB04936, DB15087, DB13962, DB02807, DB03303, DB00326"
DB11736,0,DB11736
DB11737,0,"DB11737, DB00530, DB12174, DB03365, DB02984, DB02848, DB17170, DB00317"
DB11738,0,DB11738
DB11739,0,"DB11739, DB16078"
DB11740,0,"DB11740, DB18028, DB11467"
DB11741,0,"DB11741, DB01268, DB15247, DB08009, DB13019, DB14866, DB07180, DB16821, DB03737, DB17061, DB12072"
DB11742,0,"DB11742, DB01146"
DB11743,0,DB11743
DB11744,0,DB11744
DB11745,0,"DB11745, DB16074"
DB11747,0,DB11747
DB11748,0,DB11748
DB11749,0,"DB01058, DB11749, DB12463, DB02628"
DB11750,1,"DB11750, DB00324, DB00596, DB00443, DB01234, DB11522, DB13491, DB00547, DB00620, DB08970, DB13158, DB01013, DB00223, DB00663, DB09095, DB12553, DB13728, DB14640, DB14649, DB01384, DB09378, DB14669, DB00687, DB08971, DB14634, DB00764, DB13223, DB00838, DB14664, DB01185"
DB11751,0,"DB11751, DB08930, DB11799"
DB11752,0,"DB11752, DB11400, DB00602"
DB11753,0,"DB11753, DB01045, DB01201, DB15213, DB01220, DB04934, DB16312, DB04220, DB00615"
DB11755,0,"DB00470, DB11755, DB14011, DB06444, DB12193, DB18537, DB18539, DB18540, DB18541, DB18542, DB00486"
DB11757,0,"DB11757, DB12946"
DB11758,0,DB11758
DB11759,0,DB11759
DB11760,0,DB11760
DB11761,0,DB11761
DB11762,0,"DB11762, DB08515"
DB11763,0,DB11763
DB11764,0,DB11764
DB11765,0,DB11765
DB11766,0,DB11766
DB11768,0,DB11768
DB11769,0,DB11769
DB11770,0,DB11770
DB11772,0,DB11772
DB11773,0,DB11773
DB11774,0,"DB11774, DB01137, DB01165, DB03034, DB01044, DB00218"
DB11775,0,"DB11775, DB11191, DB03614, DB00200, DB11467, DB02975, DB15673"
DB11778,0,DB11778
DB11779,0,"DB11779, DB11929, DB15249, DB09297, DB11575, DB15371, DB11586, DB12785, DB12026, DB13879"
DB11780,0,DB11780
DB11781,0,DB11781
DB11782,0,DB11782
DB11783,0,DB11783
DB11784,0,"DB11784, DB05625, DB13067, DB00781, DB16293, DB04520, DB08187, DB05832, DB15231, DB11839, DB16290, DB11938, DB14886, DB05660, DB16687, DB08856, DB12126, DB04697, DB04353, DB07083, DB06886, DB09059, DB07926"
DB11785,0,"DB11785, DB16896, DB00424, DB00572, DB13833, DB00332, DB00747, DB11315, DB00462, DB09300, DB12086, DB09271, DB00209, DB02161, DB11181, DB00725, DB08978, DB15968, DB13825"
DB11786,0,DB11786
DB11787,0,DB11787
DB11789,0,"DB11789, DB18044, DB03619, DB01586, DB02659, DB05990, DB06777, DB16260, DB02901, DB07447, DB13587, DB00858, DB02854, DB05087, DB11859, DB12308, DB12972, DB11371, DB11622, DB06622"
DB11790,0,DB11790
DB11791,0,DB11791
DB11792,0,"DB11792, DB11927, DB00203, DB00862, DB11902, DB06267"
DB11793,0,DB11793
DB11794,0,DB11794
DB11795,0,DB11795
DB11796,0,"DB11796, DB14675, DB11191, DB11467, DB00200, DB05168, DB03614, DB03469, DB15673, DB02832, DB05735, DB12674, DB04803, DB15657, DB03317, DB02975, DB00615, DB02868, DB18578, DB16186, DB03906, DB17390, DB13013, DB00541, DB16312, DB05109, DB02949, DB00361, DB00309, DB00115"
DB11797,0,"DB11797, DB00141, DB12536"
DB11798,0,DB11798
DB11799,0,"DB11799, DB08930, DB11751, DB11467, DB11191, DB02975, DB03614, DB00200, DB15673, DB05735"
DB11800,0,DB11800
DB11801,0,"DB11801, DB16953, DB05434, DB18246, DB04541, DB03574, DB02855, DB17872, DB00091, DB12139, DB13068, DB00803"
DB11804,0,DB11804
DB11805,0,"DB11805, DB07249, DB13088"
DB11806,0,DB11806
DB11807,0,"DB00657, DB11807, DB06714, DB08999, DB02409, DB01074"
DB11808,0,"DB11808, DB05868, DB12037, DB12876, DB05735, DB11191, DB05168, DB00200, DB11467, DB03614, DB00541, DB12586, DB02868, DB17390, DB02975, DB00361, DB00570, DB04803, DB11641, DB12785, DB00309, DB16186, DB03469, DB13013, DB01200, DB03317, DB15413, DB06290, DB02667, DB11713"
DB11809,0,DB11809
DB11810,0,"DB11810, DB00158, DB16620, DB12266, DB08878"
DB11811,0,DB11811
DB11812,0,"DB11812, DB15243, DB02133, DB04506, DB01853"
DB11813,0,DB11813
DB11814,0,DB11814
DB11815,0,"DB11815, DB00125, DB04027, DB02302, DB03144, DB13207, DB15993, DB02644, DB03305"
DB11816,0,DB11816
DB11817,0,"DB11817, DB08877"
DB11818,0,DB11818
DB11819,0,DB11819
DB11820,0,DB11820
DB11821,0,"DB11821, DB13431"
DB11822,0,"DB11822, DB12225, DB11191, DB00200, DB03614, DB12674, DB05168, DB05735, DB11467, DB04803, DB16186, DB03469, DB03906, DB02975, DB03317, DB13013, DB02868, DB02667, DB15673, DB11641, DB00361, DB17385, DB18578, DB05109, DB12586, DB16312, DB00115, DB17390, DB13682, DB00615"
DB11823,0,"DB01221, DB11823"
DB11824,0,"DB11824, DB11827"
DB11825,0,DB11825
DB11827,0,"DB11827, DB11939, DB16209, DB06292, DB12236, DB09038, DB11824, DB12713"
DB11828,0,"DB11828, DB14993, DB13002, DB05524"
DB11829,0,"DB11829, DB03777, DB01946, DB07457, DB07456, DB07458, DB06486, DB01772, DB05608, DB16047"
DB11830,0,"DB11830, DB04739, DB00619, DB03878"
DB11831,0,DB11831
DB11832,0,DB11832
DB11833,0,DB11833
DB11835,0,"DB11835, DB17312"
DB11836,0,"DB11836, DB08054, DB01809, DB03023, DB04463, DB07335, DB08052"
DB11837,1,"DB11837, DB16832"
DB11838,0,"DB11838, DB12375"
DB11839,0,"DB11839, DB05625, DB00781, DB11981, DB15231, DB12126, DB05660, DB11890, DB16293, DB14886, DB05155, DB11784, DB16152, DB04697, DB05875, DB11938, DB05832, DB03632, DB17796, DB08187, DB00006, DB00050"
DB11841,0,DB11841
DB11843,0,DB11843
DB11844,0,DB11844
DB11845,0,"DB11845, DB07274"
DB11846,0,DB11846
DB11847,0,"DB11847, DB11453, DB00218, DB12447, DB16219, DB09047, DB06771, DB13261, DB11393, DB11443, DB01044, DB14025, DB01208, DB00365, DB01137, DB01165, DB03034, DB11404, DB00537, DB06600, DB11943, DB16312, DB00978"
DB11848,0,"DB03581, DB11848, DB01655, DB02076, DB02053, DB04277, DB04493, DB02548, DB02760, DB04733, DB04516, DB02512, DB13863, DB03042, DB02630, DB03745, DB03542, DB01923, DB03158, DB04034, DB02942, DB04087, DB02496, DB03937, DB01729, DB01863, DB03401, DB03956, DB04300, DB14981"
DB11851,0,"DB11851, DB11904, DB00619, DB04739"
DB11852,0,DB11852
DB11853,0,"DB11853, DB06494, DB11191, DB03614, DB11467, DB00200, DB03469, DB05168, DB03317, DB03906, DB15673, DB16166, DB16186, DB05735, DB04803, DB02975, DB13013, DB02667, DB11641, DB02832, DB12674, DB00361, DB00115, DB00541, DB17390, DB16285, DB02949, DB02868, DB00615, DB12222"
DB11855,0,DB11855
DB11858,0,"DB11858, DB08855"
DB11859,0,"DB02854, DB05087, DB11859, DB12308, DB12972, DB00858, DB02901, DB07447, DB13587, DB11371, DB06622, DB08956, DB02817, DB16260, DB03619, DB01586, DB02659, DB05990, DB06777, DB11622, DB11789, DB01561, DB04693, DB07375, DB07557, DB18044, DB16870, DB05107, DB03882, DB03926"
DB11860,0,DB11860
DB11861,0,DB11861
DB11863,0,DB11863
DB11864,0,DB11864
DB11865,0,"DB11865, DB11958"
DB11867,0,DB11867
DB11868,0,"DB01202, DB11868, DB09210, DB13247, DB05541"
DB11869,0,"DB11869, DB00091, DB12139, DB13068, DB11693"
DB11870,0,DB11870
DB11871,0,DB11871
DB11872,0,"DB11872, DB15534, DB01394, DB07574, DB13318"
DB11873,0,DB11873
DB11874,0,DB11874
DB11875,0,"DB11875, DB08653"
DB11876,0,"DB11876, DB15990, DB04167, DB03088, DB03582"
DB11877,0,DB11877
DB11878,0,DB11878
DB11879,0,"DB11879, DB04433, DB18345, DB16961, DB17872, DB04541, DB05645, DB12648, DB05434"
DB11880,0,"DB11880, DB02390, DB02842"
DB11881,0,"DB11881, DB06961, DB06964"
DB11882,0,"DB11882, DB16187, DB18564, DB17882, DB12613, DB06045, DB16176, DB05645, DB13034, DB05633, DB11332, DB13006, DB16301, DB02855, DB11499"
DB11883,0,DB11883
DB11885,0,"DB11885, DB04849"
DB11886,0,"DB11886, DB15169"
DB11888,0,"DB11888, DB12791, DB03321, DB00558, DB03503, DB03991, DB04227"
DB11889,0,DB11889
DB11890,0,"DB11890, DB16152, DB00006, DB15231, DB05660, DB05625, DB12126, DB03632, DB11839, DB17796, DB11996, DB16687, DB15251, DB11938, DB05832, DB15195, DB11981, DB16293"
DB11891,0,"DB11891, DB12180, DB11663"
DB11892,0,"DB11892, DB13772, DB09047, DB00218, DB12447, DB16219, DB11191, DB11453, DB11467, DB03614, DB01044, DB11393, DB06771, DB01137, DB01165, DB03034, DB01208"
DB11893,0,DB11893
DB11894,0,"DB11894, DB09200, DB12781"
DB11896,0,"DB11896, DB13109"
DB11898,0,DB11898
DB11899,0,DB11899
DB11900,0,DB11900
DB11901,0,"DB11901, DB08899, DB16065"
DB11902,0,"DB11902, DB00203, DB11927, DB06267, DB00862, DB11792, DB11467, DB16186, DB08729, DB11191, DB04803, DB03469, DB00200, DB03614, DB05168, DB03317, DB17385"
DB11903,0,DB11903
DB11904,0,"DB11904, DB11851, DB00619, DB04739, DB04868"
DB11905,0,"DB11905, DB00601"
DB11906,1,"DB11906, DB05624, DB00106, DB06699, DB06785, DB00050, DB12581, DB14777, DB12777, DB18252, DB00027, DB12054, DB06610, DB17938, DB12748, DB18190"
DB11907,0,DB11907
DB11909,0,"DB11909, DB05737, DB02936, DB13308, DB02504, DB07981, DB07984, DB03121, DB15380, DB00328, DB07983"
DB11910,0,DB11910
DB11911,0,"DB11911, DB04480, DB18408"
DB11912,0,DB11912
DB11913,0,"DB11913, DB11191, DB05735, DB05168, DB12674, DB18578, DB03469, DB03614, DB00200, DB11467, DB15673, DB16186, DB00361, DB02868, DB04803, DB17390, DB03317, DB03906, DB16047, DB11641, DB00541, DB02832, DB12586, DB17385, DB00615, DB00570, DB12755"
DB11915,0,"DB11915, DB00767, DB16905, DB14945, DB04844, DB12161, DB13393, DB00565, DB00732, DB01135"
DB11917,0,"DB11917, DB14094, DB16041, DB00896"
DB11918,0,"DB11918, DB03326, DB02023, DB04457, DB02315, DB03491, DB04514, DB03315, DB02181, DB01972, DB03638, DB04121, DB04022, DB02573, DB01937, DB08237, DB02836, DB04315, DB03931, DB04137, DB01792, DB02623, DB01864, DB03593, DB04566, DB03178, DB02309, DB02082, DB03725, DB03447"
DB11919,0,"DB11919, DB02407, DB03663"
DB11920,0,DB11920
DB11921,1,DB11921
DB11922,0,DB11922
DB11923,0,DB11923
DB11924,0,"DB11924, DB14119"
DB11925,0,"DB11925, DB12774"
DB11927,0,"DB11927, DB00203, DB06267, DB11792, DB11902, DB08729, DB00862"
DB11929,0,"DB11929, DB11779, DB15371, DB11575, DB15249"
DB11932,0,DB11932
DB11933,0,"DB11933, DB00194, DB00640, DB03528, DB04954, DB07205, DB12156, DB13122, DB01073, DB04441, DB03716, DB16075, DB02607, DB02916, DB03011, DB03273, DB00131, DB02282, DB01893, DB02373, DB16325, DB02162, DB02798, DB03230, DB04418, DB02947, DB04440, DB04853, DB07052, DB04602"
DB11934,0,DB11934
DB11935,0,"DB11935, DB04342, DB04570, DB09062, DB00274, DB13638, DB01330"
DB11936,0,"DB11936, DB05343, DB13493, DB14187, DB08368, DB02767, DB07930, DB02242, DB07907, DB03619, DB01586, DB02659, DB05990, DB06777, DB00313, DB00548, DB02448, DB03017, DB03193, DB03500, DB03600, DB03704, DB03796, DB04519, DB07645, DB08231, DB16857"
DB11937,0,"DB11937, DB02428"
DB11938,0,"DB11938, DB16293, DB00781, DB05832, DB17796, DB15231, DB05660, DB14886, DB11784, DB08187, DB08403, DB04697, DB03090, DB11890, DB11839, DB08856, DB07749, DB05625, DB04520, DB07926, DB16152, DB02626, DB16778"
DB11939,0,"DB11939, DB11827, DB16209, DB06292, DB12236, DB09038"
DB11940,0,DB11940
DB11941,0,DB11941
DB11942,0,"DB11942, DB12207"
DB11943,0,"DB11943, DB14025, DB01405, DB13261, DB06771, DB11511, DB11491, DB09047, DB16850, DB11847, DB11393, DB11443, DB12447, DB16219, DB00685, DB11453"
DB11944,0,"DB11944, DB16016, DB04622"
DB11946,0,DB11946
DB11947,0,DB11947
DB11948,0,"DB11948, DB15579"
DB11949,0,DB11949
DB11950,0,DB11950
DB11951,0,DB11951
DB11952,0,"DB11952, DB15407, DB09054"
DB11953,0,"DB11953, DB16274"
DB11954,0,"DB11954, DB12065, DB08279"
DB11956,0,DB11956
DB11957,0,DB11957
DB11958,0,"DB11958, DB11865"
DB11960,0,DB11960
DB11961,0,DB11961
DB11962,0,"DB11962, DB04769"
DB11963,0,"DB11963, DB08916, DB05424, DB12114, DB00317, DB12183"
DB11964,0,"DB11964, DB01129, DB13762, DB00448, DB05351, DB00338, DB00736, DB17144"
DB11965,0,DB11965
DB11966,0,"DB11966, DB16451, DB12896, DB04023, DB02836, DB02547, DB18689, DB01777, DB03725, DB14906, DB11191, DB03614, DB02623, DB02082, DB03341, DB02931, DB01864, DB01280, DB03931, DB04137, DB02319, DB00200, DB03732, DB03613, DB04067, DB03020, DB15057, DB04121, DB04315, DB14859"
DB11967,0,"DB11967, DB11689"
DB11968,0,DB11968
DB11969,0,DB11969
DB11970,0,DB11970
DB11971,0,"DB11971, DB16221, DB06680, DB08867, DB12637"
DB11973,0,"DB11973, DB12114, DB05294, DB00317, DB12183, DB17170, DB14795, DB12174, DB07249, DB05424"
DB11974,0,"DB11974, DB09073"
DB11975,0,"DB11975, DB16146, DB14777, DB14806, DB15272, DB14786, DB00014, DB18527, DB00403, DB06610, DB16013, DB14027, DB12538, DB17938, DB18169, DB09099, DB00007, DB06825, DB11510, DB00666, DB15194, DB12777, DB12054, DB00050, DB06791, DB06645, DB06719, DB04931, DB15494, DB17969"
DB11977,0,"DB11977, DB17191"
DB11978,0,DB11978
DB11979,0,"DB11979, DB15673"
DB11981,0,"DB11981, DB05625, DB11839, DB04520, DB12126, DB05155, DB04697, DB08761, DB16293, DB11890, DB07926, DB01883, DB15231, DB16013, DB04269"
DB11982,0,"DB11982, DB18102"
DB11984,0,DB11984
DB11985,0,"DB11985, DB01127, DB07705, DB01110, DB08943, DB13434, DB01007, DB01153"
DB11986,0,DB11986
DB11987,0,DB11987
DB11989,0,"DB11989, DB12736"
DB11990,0,DB11990
DB11991,0,DB11991
DB11992,0,DB11992
DB11993,0,DB11993
DB11994,0,"DB11994, DB13174, DB13175"
DB11995,0,"DB11995, DB11191, DB13013, DB11467, DB03614, DB05168, DB00200, DB02975, DB05735"
DB11996,0,"DB11996, DB16687, DB16152, DB00006, DB05660, DB11890, DB05625, DB04697, DB07679, DB04191, DB15231, DB12631"
DB11998,0,"DB11998, DB03312, DB12606, DB01265, DB04485, DB02745, DB04438, DB04243, DB13421, DB00432, DB01629, DB06683, DB14913, DB08432, DB01643, DB04587, DB12947, DB04691, DB02980, DB02256, DB08596, DB08661, DB03685, DB03846, DB02714, DB02805, DB03249, DB04205, DB03103, DB03068"
DB11999,0,"DB11999, DB16850, DB12479, DB01155, DB09335, DB00685, DB16312"
DB12000,0,DB12000
DB12001,0,"DB12001, DB18299"
DB12002,0,DB12002
DB12004,0,DB12004
DB12005,0,DB12005
DB12006,0,"DB12006, DB13126"
DB12007,0,"DB12007, DB13182, DB01645, DB15335, DB04202, DB15334, DB13618"
DB12008,0,DB12008
DB12009,0,DB12009
DB12010,0,"DB12010, DB07159"
DB12011,0,"DB12011, DB11658"
DB12012,0,DB12012
DB12013,0,DB12013
DB12015,0,DB12015
DB12016,0,DB12016
DB12017,0,DB12017
DB12019,0,"DB12019, DB12334, DB06772, DB01248, DB12984, DB17168, DB15384, DB11669, DB17223, DB12144, DB12619, DB12633, DB05297, DB01229"
DB12020,0,DB12020
DB12021,0,"DB12021, DB16061, DB08140, DB01888"
DB12022,0,"DB12022, DB12623"
DB12024,0,DB12024
DB12025,0,"DB12025, DB12252, DB17260, DB17309, DB13756, DB01078, DB01092, DB02703, DB13240, DB00390, DB01396, DB13401, DB00511, DB13691, DB03671"
DB12026,0,"DB12026, DB13879, DB11575, DB15249, DB11586, DB15371, DB09297, DB12785, DB05735, DB05168, DB11191, DB11641, DB00541, DB02868, DB12876, DB17390, DB12674, DB00361, DB12586, DB00570, DB11779, DB00200, DB12037, DB03614, DB11467, DB05868, DB12069, DB04803, DB03469, DB00309"
DB12027,0,"DB12027, DB01488"
DB12028,0,"DB12028, DB02256, DB03274, DB01903, DB02745, DB01265, DB04485, DB00249, DB00322, DB13030, DB03312, DB13421, DB01629, DB03800, DB06683, DB14913, DB00432, DB11998, DB12947, DB15427, DB03448, DB12606, DB03068, DB17759, DB06485, DB03685, DB03413, DB08432, DB01643, DB03761"
DB12029,0,"DB12029, DB08322"
DB12030,0,DB12030
DB12032,0,"DB12032, DB15264, DB00230, DB00996, DB12493, DB02941, DB02878, DB00302"
DB12035,0,"DB12035, DB12455, DB00759, DB09550, DB00254, DB01017, DB00595, DB00618, DB01301, DB00931, DB09093, DB00256, DB00453, DB13092, DB00560, DB12329, DB15040, DB13264, DB11647, DB12674, DB05168, DB11191, DB05109, DB11467, DB03469, DB00200, DB11691, DB03614, DB00361"
DB12036,0,"DB12036, DB12141"
